ListingID,S,SubType,St#,StreetName,City,MLSArea,SLC,Price,PricePerSquareFoot,BrBa,Sqft,YrBuilt,AcLSqft,DOMCDOM,ViewYN,PoolPrivateYN,BAC,ContractStatusChangeDate,MLS
SP1072837,A,SFR/D,226,Castaic AV  ,PSMO,PSMO,,"$729,000 ",$972.00 ,"2/1,0,0,0",750/A,1954,"0.062/2,701",Nov-82,Y,,2.5,11/11/16,CCR
PI1070926,A,SFR/A,121,Narlene WY  ,PSMO,PSMO,,"$749,000 ",$354.64 ,"3/3,0,0,0",2112/A,1986,"0.22/9,601",76/76,Y,,2.5,9/7/16,CCR
PI1072032,A,SFR/A,940,Taft   ,PSMO,PSMO,,"$759,000 ",$257.29 ,"4/2,1,0,0",2950/S,1961,"0.1148/5,001",40/40,Y,,2.5,10/13/16,CCR
SP1072587,A,SFR/D,1001,Canyon LN  ,PSMO,PSMO,,"$795,000 ",$412.77 ,"3/2,0,0,0",1926/S,2017,"0.1148/5,000",18/18,Y,,2,11/4/16,CCR
PI1071076,A,SFR/D,628,Shamrock LN  ,PSMO,PSMO,,"$824,900 ",$363.87 ,"4/2,0,1,0",2267/A,1994,"0.1149/5,005",68/68,Y,,2,9/15/16,CCR
SP1072584,A,SFR/D,993,Canyon LN  ,PSMO,PSMO,,"$825,000 ",$377.40 ,"3/2,0,1,0",2186/S,2017,"0.1148/5,000",18/18,Y,,2,11/4/16,CCR
PI1070854,A,SFR/D,72,El Viento   ,PSMO,PSMO,,"$829,000 ",$498.80 ,"3/2,0,1,0",1662/A,1996,"0.1649/7,183",80/93,Y,,2,9/3/16,CCR
PI1072777,A,SFR/D,68,Valley View DR  ,PSMO,PSMO,,"$839,000 ",$413.71 ,"3/2,0,1,0",2028/A,1996,"0.2457/10,703",13/13,Y,,2.75,11/9/16,CCR
PI1072923,A,SFR/A,71,Valley View DR  ,PSMO,PSMO,,"$840,000 ",$420.63 ,"3/2,0,1,0",1997/SEE,1993,"0.1645/7,166",17/17,Y,,2.5,11/5/16,CCR
PI1070688,A,SFR/A,830,Fresno ST  ,PSMO,PSMO,,"$849,000 ",$339.60 ,"3/2,1,0,0",2500/S,1956,"0.1148/5,001",72/228,Y,,2.5,9/5/16,CCR
PI1071273,A,SFR/D,1326,Costa Del Sol   ,PSMO,PSMO,,"$855,000 ",$601.69 ,"3/2,0,0,0",1421/A,1999,"0.1195/5,205",67/67,Y,,2.5,9/16/16,CCR
PI1068078,A,SFR/D,450,Dell CT  ,PSMO,PSMO,,"$898,000 ",$313.55 ,"4/3,0,1,0",2864/SEE,2008,"0.2181/9,500",151/151,Y,,2,8/31/16,CCR
PI1072446,A,SFR/D,250,Placentia AV  ,PSMO,PSMO,,"$975,000 ",$753.48 ,"2/1,1,0,0",1294/A,1953,"0.093/4,051",27/27,Y,,3*,10/26/16,CCR
PI1071643,A,SFR/D,1231,Longview AV  ,PSMO,PSMO,,"$989,000 ",$482.91 ,"3/3,0,1,0",2048/A,1989,"0.1148/5,001",54/54,Y,,2.5,9/29/16,CCR
SP1068819,A,SFR/D,119,La Floricita   ,PSMO,PSMO,,"$997,500 ",$336.42 ,"3/2,0,1,0",2965/S,1995,"0.1919/8,360",138/138,Y,,2.5,7/7/16,CCR
PI1071434,A,SFR/D,206,Vincente CT  ,PSMO,PSMO,,"$999,500 ",$493.09 ,"3/3,0,1,0",2027/A,2015,"0.2803/12,210",61/61,Y,,2,9/22/16,CCR
PI1072326,A,SFR/D,960,Tulare   ,PSMO,PSMO,,"$1,100,000 ",$355.87 ,"5/2,1,0,0",3091/A,1972,"0.1722/7,501",32/32,Y,,2.5,10/21/16,CCR
PI1071443,A,SFR/A,1558,Costa Brava   ,PSMO,PSMO,,"$1,155,500 ",$574.30 ,"3/3,0,0,1",2012/SEE,0,"0.1268/5,522",60/60,Y,,2*,9/23/16,CCR
PI1069207,A,SFR/D,1455,Costa Del Sol   ,PSMO,PSMO,,"$1,169,500 ",$560.64 ,"3/3,0,0,1",2086/SEE,2016,"0.13/5,647",126/126,Y,,2.000*,7/19/16,CCR
PI1069011,A,SFR/D,941,Shafer   ,PSMO,PSMO,,"$1,295,000 ",$446.55 ,"5/3,0,1,0",2900/B,1989,"0.1187/5,171",131/131,Y,,2.5,7/14/16,CCR
PI1070693,A,SFR/D,651,Hanford ST  ,PSMO,PSMO,,"$1,295,000 ",$466.50 ,"4/2,0,1,0",2776/A,2002,"0.1148/5,001",85/85,Y,,2.5,8/29/16,CCR
PI1066499,A,SFR/D,980,Ocean   ,PSMO,PSMO,,"$1,495,000 ",$946.20 ,"3/1,1,0,0",1580/S,1933,"0.1386/6,037",132/132,Y,,2,5/4/16,CCR
PI1067977,A,SFR/A,208,Foothill RD  ,PSMO,PSMO,,"$1,595,000 ",$521.75 ,"5/5,0,1,0",3057/A,2001,"0.15/6,521",162/603,Y,,3,6/13/16,CCR
PI1071731,A,SFR/D,365,Placentia   ,PSMO,PSMO,,"$1,625,000 ",$907.82 ,"3/2,0,0,0",1790/A,2007,"0.058/2,526",52/52,Y,,2.5,10/1/16,CCR
PI1063335,A,SFR/D,105 N,Silver Shoals   ,PSMO,PSMO,,"$1,800,000 ",$570.52 ,"4/3,0,1,0",3155/A,2002,"0.1629/7,096",280/719,Y,,2.5,2/11/16,CCR
PI1072156,A,SFR/D,107,Indio DR  ,PSMO,PSMO,,"$2,395,000 ","$1,503.45 ","3/1,1,0,0",1593/SEE,1959,0,39/39,Y,,2,10/14/16,CCR
PI1071235,A,SFR,178,Bluff DR  ,PSMO,PSMO,,"$4,899,000 ",$934.03 ,"5/4,0,0,0",5245/A,1997,"1.26/54,886",81/266,Y,,2.5,9/2/16,CCR
PI1071092,A,SFR,2054,Ocean BL  ,PSMO,PSMO,,"$5,900,000 ",$556.34 ,"3/2,1,0,1",10605/A,2007,"0.4293/18,700",91/418,Y,,2.5,8/23/16,CCR
SP1056196,A,SFR/D,42,Bluff DR  ,PSMO,PSMO,,"$5,950,000 ","$1,145.99 ","5/3,3,1,0",5192/A,2001,"1.17/50,965",524/524,Y,Y,2.25,6/15/15,CCR
OC13051864,A,SFR/D,4710,Flying Paster LN  ,PSOR,PSOR,STD,"$23,000,000 ","$3,743.49 ","4/5,0,0,0",6144/A,1984/SLR,"724/31,537,440",1335/1335,Y,N,2,3/26/13,CRMLSM
SP1071423,A,SFR/D,660,South   ,SLO,SLO,,"$425,000 ",$459.96 ,"2/1,0,0,0",924/A,1947,"0.062/2,701",61/61,Y,,2.5,9/22/16,CCR
SP1061360,A,SFR/D,855,Francis   ,SLO,SLO,,"$469,000 ",$586.25 ,"2/1,0,0,0",800/S,0,"0.13/5,658",361/515,Y,,2.5,11/27/15,CCR
SP1068633,A,SFR/D,3076,Rockview PL  ,SLO,SLO,,"$565,000 ",$431.96 ,"2/1,1,1,0",1308/SEE,0,"0.0776/3,380",144/144,Y,,2,7/1/16,CCR
SC1073049,A,SFR/D,67,South ST  ,SLO,SLO,,"$569,000 ",$516.33 ,"2/1,0,1,0",1102/A,1900,"0.0735/3,202",4/427,N,,2.5,11/18/16,CCR
SP1072946,A,SFR/D,3072,Rockview PL  ,SLO,SLO,,"$570,000 ",$436.78 ,"2/1,1,1,0",1305/SEE,0,"0.0782/3,407",7-Jul,Y,,2,11/15/16,CCR
SP1068628,A,SFR/D,3086,Rockview PL  ,SLO,SLO,,"$594,295 ",$429.09 ,"2/1,1,1,0",1385/SEE,0,"0.0787/3,427",144/144,Y,,2,7/1/16,CCR
SP1069625,A,SFR/D,2425,Broad ST  ,SLO,SLO,,"$598,000 ",$534.41 ,"3/1,1,0,0",1119/A,0,"0.16/6,961",113/113,Y,,2.5,8/1/16,CCR
PI1071924,A,SFR/A,122,Ramona DR  ,SLO,SLO,,"$599,000 ",$455.51 ,"4/2,0,0,0",1315/A,1953,"0.1446/6,299",12-Dec,Y,,2.5,10/7/16,CCR
PI1072885,A,SFR/D,850,El Capitan WY  ,SLO,SLO,,"$619,000 ",$383.28 ,"3/2,0,0,0",1615/A,1945,"0.2394/10,428",10-Oct,Y,,2.5,11/12/16,CCR
SP1070910,A,SFR/D,357,Christina WY  ,SLO,SLO,,"$629,000 ",$503.20 ,"3/2,0,0,0",1250/A,1953,"0.1722/7,501",54/54,Y,,2.5,9/8/16,CCR
SP1069988,A,SFR/D,868,Vista Del Arroyo   ,SLO,SLO,,"$657,000 ",$442.72 ,"4/3,0,0,0",1484/A,1982,"0.1492/6,499",70/70,Y,,2.5,8/8/16,CCR
SP1071157,A,SFR/A,2588,Lawton AV  ,SLO,SLO,,"$658,000 ",$425.34 ,"3/2,0,0,0",1547/AP,1994,"0.2204/9,601",51/51,Y,,2.5,9/14/16,CCR
SP1066180,A,SFR/A,1031,Walnut   ,SLO,SLO,,"$659,000 ",$496.98 ,"3/2,0,0,0",1326/A,1950,"0.1722/7,501",210/210,Y,,2.5,4/26/16,CCR
SP1068165,A,SFR/A,539,Ellen   ,SLO,SLO,,"$660,000 ",$444.74 ,"3/1,0,0,0",1484/A,0,"0.1558/6,787",157/157,Y,,2.5,6/18/16,CCR
SP1072656,A,SFR/D,713,Meinecke AV  ,SLO,SLO,,"$679,000 ",$746.15 ,"2/1,0,0,0",910/A,1949,"0.1377/5,998",19/19,Y,,2.5,11/3/16,CCR
SP1071698,A,SFR/A,4570,Wavertree   ,SLO,SLO,,"$699,000 ",$334.29 ,"4/2,0,1,0",2091/A,1997,"0.0846/3,685",41/41,Y,,2.5,9/30/16,CCR
SP1072906,A,SFR/A,10,Cottonwood LN  ,SLO,SLO,,"$699,000 ",$408.77 ,"2/0,2,1,0",1710/SEE,1964,"0.6652/28,977",8-Aug,Y,,2.5,11/14/16,CCR
PI1067711,A,SFR/A,237,Bridge ST  ,SLO,SLO,,"$724,900 ",$430.46 ,"2/2,0,1,0",1684/B,0,"0.139/6,054",165/165,Y,,2,6/10/16,CCR
PI1072230,A,SFR/D,374,Junipero WY  ,SLO,SLO,,"$729,000 ",$351.16 ,"3/2,0,1,0",2076/A,2014,"0.0918/3,999",34/34,Y,,2.5,10/19/16,CCR
SP1068541,A,SFR/D,1533,Osos ST  ,SLO,SLO,,"$739,900 ",$614.53 ,"3/2,0,0,0",1204/A,1900,"0.0872/3,798",130/130,Y,,2.5,9/9/16,CCR
